Mariehamn Copenhagen 657
Mariehamn Tallinn 281
Mariehamn Helsinki 279
Mariehamn Riga 429
Mariehamn Vilnius 686
Mariehamn Oslo 510
Mariehamn Stockholm 135
Tirana Sarajevo 305
Tirana Sofia 327
Tirana Zagreb 585
Tirana Athens 499
Tirana Vatican_City 617
Tirana Budapest 689
Tirana Rome 614
Tirana Pristina 187
Tirana Skopje 154
Tirana Valletta 760
Tirana Podgorica 132
Tirana Bucharest 618
Tirana San_Marino 672
Tirana Belgrade 394
Tirana Bratislava 788
Tirana Ljubljana 677
Andorra_la_Vella Paris 710
Andorra_la_Vella Saint_Helier 793
Andorra_la_Vella Monaco 499
Andorra_la_Vella Madrid 493
Andorra_la_Vella Bern 680
Yerevan Baku 456
Yerevan Tbilisi 170
Vienna Sarajevo 507
Vienna Zagreb 268
Vienna Prague 251
Vienna Berlin 524
Vienna Vatican_City 764
Vienna Budapest 217
Vienna Rome 763
Vienna Pristina 720
Vienna Vaduz 527
Vienna Luxembourg 766
Vienna Skopje 795
Vienna Podgorica 679
Vienna Warsaw 558
Vienna San_Marino 564
Vienna Belgrade 490
Vienna Bratislava 56
Vienna Ljubljana 277
Vienna Bern 684
Baku Tbilisi 447
Minsk Tallinn 640
Minsk Helsinki 715
Minsk Riga 404
Minsk Vilnius 170
Minsk Chisinau 772
Minsk Warsaw 476
Minsk Moscow 676
Minsk Kyiv 435
Brussels Prague 723
Brussels Copenhagen 768
Brussels Paris 261
Brussels Berlin 654
Brussels Saint_Peter_Port 514
Brussels Dublin 774
Brussels Douglas 702
Brussels Saint_Helier 496
Brussels Vaduz 559
Brussels Luxembourg 187
Brussels Amsterdam 173
Brussels Bern 492
Brussels London 317
Sarajevo Sofia 418
Sarajevo Zagreb 287
Sarajevo Prague 753
Sarajevo Athens 791
Sarajevo Vatican_City 533
Sarajevo Budapest 407
Sarajevo Rome 531
Sarajevo Pristina 260
Sarajevo Vaduz 783
Sarajevo Skopje 321
Sarajevo Podgorica 173
Sarajevo Bucharest 617
Sarajevo San_Marino 481
Sarajevo Belgrade 197
Sarajevo Bratislava 486
Sarajevo Ljubljana 391
Sofia Zagreb 678
Sofia Athens 523
Sofia Budapest 630
Sofia Pristina 176
Sofia Skopje 172
Sofia Chisinau 648
Sofia Podgorica 333
Sofia Bucharest 297
Sofia Belgrade 329
Sofia Bratislava 777
Sofia Ljubljana 794
Zagreb Prague 489
Zagreb Berlin 770
Zagreb Vatican_City 518
