Riga Jelgava 41
Riga Jurmala 20
Riga Ogre 33
Riga Salaspils 17
Riga Marupe 5
Riga Tukums 58
Riga Cesis 81
Riga Sigulda 51
Riga Olaine 21
Riga Bauska 60
Riga Talsi 97
Riga Dobele 63
Riga Adazi 19
Riga Iksķile 27
Riga Aizkraukle 79
Riga Limbazi 73
Riga Balozi 9
Riga Lielvarde 49
Riga Iecava 39
Riga Ķekava 15
Riga Carnikava 23
Riga Ozolnieki 34
Riga Piņķi 11
Riga Baldone 28
Riga Jaunolaine 18
Riga Kandava 82
Riga Jaunmarupe 13
Riga Vangazi 31
Riga Dreiliņi 8
Riga Saulkrasti 38
Riga Ulbroka 10
Riga Broceni 99
Riga Koknese 87
Riga Salacgriva 90
Riga Skriveri 70
Riga Katlakalns 9
Riga Kadaga 23
Riga Auce 93
Riga Liepa 93
Riga Priekuli 86
Riga Roja 100
Riga Ķegums 43
Riga Garkalne 22
Riga Inčukalns 38
Riga Vecumnieki 45
Riga Zvejniekciems 45
Riga Peltes 52
Riga Sauriesi 16
Riga Malpils 52
Riga Jaunjelgava 71
Riga Kalnciems 34
Riga ergli 93
Riga Ropazi 32
Riga Medemciems 10
Riga Tiraine 7
Riga Eleja 65
Riga Stende 98
Riga Ogresgals 41
Riga Garciems 18
Riga Mezares 8
Riga Ramava 7
Riga Augsligatne 62
Riga Engure 58
Riga Sabile 93
Riga ane 38
Riga Mersrags 73
Riga Gauja 23
Riga Upeslejas 17
Riga Lapmezciems 36
Riga Babite 9
Riga Upesciems 14
Riga Silakrogs 19
Riga Saulkalne 23
Riga Ritausmas 63
Riga Stunisi 11
Riga Rauna 100
Riga Ragana 44
Riga Kalngale 15
Riga Gardene 63
Riga Skulte 10
Riga Brankas 33
Riga Liči 15
Riga Jumprava 61
Riga Ligatne 65
Daugavpils Rezekne 86
Daugavpils Jekabpils 80
Daugavpils Kraslava 39
Daugavpils Livani 58
Daugavpils Preili 48
Daugavpils Plaviņas 95
Daugavpils Vilani 79
Daugavpils Ilukste 18
Daugavpils Dagda 66
Daugavpils Varaklani 81
Daugavpils Viesite 80
Daugavpils Sala 84
Daugavpils Lociki 10
Daugavpils Akniste 58
Daugavpils Nereta 84
Liepaja Kuldiga 77
Liepaja Saldus 92
Liepaja Aizpute 42
Liepaja Grobiņa 9
Liepaja Broceni 96
Liepaja Skrunda 62
Liepaja Priekule 35
Liepaja Vaiņode 52
Jelgava Jurmala 35
Jelgava Ogre 57
Jelgava Salaspils 45
Jelgava Marupe 35
Jelgava Tukums 49
Jelgava Sigulda 89
Jelgava Olaine 20
Jelgava Bauska 39
Jelgava Saldus 74
Jelgava Talsi 95
Jelgava Dobele 27
Jelgava Adazi 59
Jelgava Iksķile 50
Jelgava Aizkraukle 94
Jelgava Balozi 34
Jelgava Lielvarde 67
Jelgava Iecava 30
Jelgava Ķekava 37
Jelgava Carnikava 64
Jelgava Ozolnieki 6
Jelgava Piņķi 35
Jelgava Baldone 42
Jelgava Jaunolaine 23
Jelgava Kandava 72
Jelgava Jaunmarupe 28
Jelgava Vangazi 70
Jelgava Dreiliņi 46
Jelgava Saulkrasti 79
Jelgava Ulbroka 47
Jelgava Broceni 70
Jelgava Skriveri 86
Jelgava Katlakalns 38
Jelgava Kadaga 64
Jelgava Auce 55
Jelgava Ķegums 61
Jelgava Garkalne 62
Jelgava Inčukalns 77
Jelgava Vecumnieki 49
Jelgava Zvejniekciems 85
Jelgava Peltes 90
Jelgava Sauriesi 49
Jelgava Malpils 86
Jelgava Jaunjelgava 84
Jelgava Kalnciems 18
Jelgava Ropazi 66
Jelgava Medemciems 32
Jelgava Tiraine 34
Jelgava Eleja 26
Jelgava Stende 90
Jelgava Ogresgals 65
Jelgava Garciems 58
Jelgava Mezares 39
Jelgava Ramava 38
Jelgava Augsligatne 100
Jelgava Engure 64
Jelgava Sabile 82
Jelgava ane 6
Jelgava Mersrags 84
Jelgava Gauja 64
Jelgava Upeslejas 51
Jelgava Lapmezciems 40
Jelgava Babite 37
Jelgava Upesciems 53
Jelgava Silakrogs 56
Jelgava Saulkalne 49
Jelgava Ritausmas 40
Jelgava Stunisi 30
Jelgava Ragana 84
Jelgava Kalngale 55
Jelgava Gardene 30
Jelgava Skulte 33
Jelgava Brankas 8
Jelgava Liči 51
Jelgava Jumprava 77
Jurmala Ogre 53
Jurmala Salaspils 37
Jurmala Marupe 18
Jurmala Tukums 37
Jurmala Cesis 98
Jurmala Sigulda 69
Jurmala Olaine 22
Jurmala Bauska 67
Jurmala Saldus 84
Jurmala Talsi 78
Jurmala Dobele 49
Jurmala Adazi 35
Jurmala Iksķile 46
Jurmala Aizkraukle 99
Jurmala Limbazi 83
Jurmala Balozi 23
Jurmala Lielvarde 68
Jurmala Iecava 48
Jurmala Ķekava 31
Jurmala Carnikava 36
Jurmala Ozolnieki 30
Jurmala Piņķi 8
Jurmala Baldone 45
Jurmala Jaunolaine 22
Jurmala Kandava 62
Jurmala Jaunmarupe 14
Jurmala Vangazi 49
Jurmala Dreiliņi 29
Jurmala Saulkrasti 50
Jurmala Ulbroka 31
Jurmala Broceni 80
Jurmala Salacgriva 93
Jurmala Skriveri 90
Jurmala Katlakalns 27
Jurmala Kadaga 39
Jurmala Auce 79
Jurmala Roja 83
Jurmala Ķegums 62
Jurmala Garkalne 40
Jurmala Inčukalns 57
Jurmala Vecumnieki 61
Jurmala Zvejniekciems 55
Jurmala Peltes 70
Jurmala Sauriesi 36
Jurmala Malpils 72
Jurmala Jaunjelgava 90
Jurmala Kalnciems 21
Jurmala Ropazi 52
Jurmala Medemciems 21
Jurmala Tiraine 20
Jurmala Eleja 62
Jurmala Stende 78
Jurmala Ogresgals 62
Jurmala Garciems 30
Jurmala Mezares 12
Jurmala Ramava 25
Jurmala Augsligatne 80
Jurmala Engure 39
Jurmala Sabile 72
Jurmala ane 35
Jurmala Mersrags 56
Jurmala Gauja 36
Jurmala Upeslejas 37
Jurmala Lapmezciems 15
Jurmala Babite 10
Jurmala Upesciems 34
Jurmala Silakrogs 40
Jurmala Saulkalne 42
Jurmala Ritausmas 69
Jurmala Stunisi 21
Jurmala Ragana 61
Jurmala Valdemarpils 84
Jurmala Kalngale 26
Jurmala Gardene 48
Jurmala Skulte 12
